Baseball	Five Minnesota pitchers combined to stop Cleveland's offense and the Twins widened their lead in the AL Central by defeating the Indians 2-0 in the first game of Saturday's day-night doubleheader.The Twins were forced to go with a bullpen game in both ends of the doubleheader after Friday night's game was postponed by rain in the third inning.That strategy worked to perfection in the opener of the showdown series, and Minnesota leads Cleveland by 4 1/2 games.
Baseball	"Baltimore beat Detroit in the opener of the battle of the bad.In the first meeting in 50 years of major league teams both 50 or more games under .500, DJ Stewart and Trey Mancini homered to lead the Orioles over the Tigers 6-2 on Friday night.""I think we can all look in the mirror at night and be proud of ourselves in the effort that we give,"" Mancini said. ""It doesn't always translate into wins, but we all have so much to play for still, and we want to go out and win every game.""This was just the fourth time teams 50 or more games under .500 met, according to STATS, the first since Montreal played at San Diego on Aug. 29, 1969. The others were between Kansas City and Washington on Oct. 7, 1886, and between St. Louis and Louisville on Sept. 13, 1886, STATS said.In a match impacting primarily which team will pick first in next June's amateur draft, Detroit dropped to a big league-worst 43-103, its most losses since setting a team mark at 43-119 in 2003.Baltimore, last in the AL East at 48-99, avoided for a night ensuring its second straight 100-loss season after going 47-115 last year.Baltimore and Detroit set a record for combined losses entering an AL series at 201."
Baseball	"Cleveland Indians manager Terry Francona had the perfect description for Wednesday night's 4-3 victory over the Los Angeles Angels when he said ""we pieced it together.""Carlos Santana and Francisco Lindor homered while Carlos Carrasco won in relief as six Cleveland relievers allowed only one run over the final 4 2/3 innings.""There was a lot going on but we did a real good job,"" Francona said.The Indians went 5-1 on their road trip against Minnesota and Los Angeles and are half-game behind Oakland for the second AL wild-card spot. They trail wild-card leader Tampa Bay by one game.Cleveland is within four games of Minnesota in the AL Central heading into a three-game series at home against the Twins this weekend."
Baseball	Castellanos -- who openly complained about Comerica Park's spacious dimensions earlier this year when he was with Detroit -- has flourished since a trade to the Chicago Cubs. The 27-year-old outfielder has hit 13 home runs for Chicago in 35 games. That's two more than he hit in 100 games this season for the Tigers.Castellanos has hit six home runs at Wrigley Field after hitting only three at Comerica this year.Castellanos could be crucial for the Cubs down the stretch. They dropped the final three games of a series against Milwaukee and lead the Brewers by just two games for the second wild card in the National League. Philadelphia is also two back, and surging Arizona is 1+ behind after winning 11 of 13.Chicago has injury problems. Shortstop Javier Baez is dealing with left thumb issues, and closer Craig Kimbrel has had elbow inflammation. If the Cubs do make the postseason, they can thank Castellanos.Not every big trade at the deadline has paid dividends. Marcus Stroman has a 5.05 ERA in seven starts for the New York Mets. Yasiel Puig has only two home runs in 33 games for Cleveland. Zack Greinke is 4-1 for Houston, but he's posted a 3.86 ERA since being traded to the Astros and hasn't really been dominant.Castellanos is the acquisition who has really made a difference. He's hit .338 for the Cubs with an OPS of 1.056.
Baseball	"Joey Votto turned 36 years old earlier this week and has battled a bad back that sent him to the injured list for a decent chunk of August.But if age is starting to catch up with him, it's hard to tell.Votto and Josh VanMeter both hit two-run homers, Luis Castillo pitched five solid innings and the Cincinnati Reds beat the Arizona Diamondbacks 4-3 on Friday night.""He's done it his whole career,"" Cincinnati Reds manager David Bell said of Votto. ""He's always working on it, trying to improve and making adjustments. He's in a good place. It'd be great to have him finish strong and take it into next year.""The Diamondbacks lost their sixth straight to tumble further out of the NL wild card race. They won 11 out of 12 from Aug. 25-Sept. 7 to pull within 1 1/2 games of the second wild card spot, but are now 4 1/2 behind the Chicago Cubs with just 14 to play."
Baseball	Atlanta first baseman Freddie Freeman left the Braves' game against the Washington Nationals in the fourth inning Friday night because of right elbow soreness.The team said the move was precautionary.Freeman's spot in order did not come up in the top of the fourth. and Charlie Culberson replaced him at first base in the bottom of the inning. Freeman flied to right in the first and struck out swinging in the third against Max Scherzer.
Baseball	"If this was Chris Paddack's final start of 2019, he will have finished his rookie season with a brilliant performance that hurt the Chicago Cubs in their pursuit of a wild-card spot.Paddack pitched six strong innings and the San Diego Padres beat the Cubs 4-0 Wednesday night, dropping Chicago into a tie with Milwaukee for the second NL wild-card spot. Manuel Margot homered off San Diegan Cole Hamels and also made a spectacular catch in center field.""That's something I took into my start today, making stuff personal,"" the 23-year-old Paddack said. ""They're not going to get a wild-card run if we can't. That's just basically what I told myself.""The Cubs lost for the second straight night and for the fifth time in six games. Milwaukee beat Miami 7-5 in its first game since reigning MVP Christian Yelich suffered a season-ending knee injury. Philadelphia and the New York Mets are two games behind the Cubs and Brewers.Hamels (7-7) didn't get out of the fifth. The left-hander, who went to Rancho Bernardo High, allowed one run on four hits, struck out six and walked four in 4 1/3 innings."
Baseball	"Day game after a night game ... but the Milwaukee Brewers -- who have won six games in a row -- can't afford to take a break.The Brewers, engaged in a tough fight for a National League playoff berth, will go for a four-game sweep of their series against the host Miami Marlins on Thursday afternoon.Milwaukee lost star right fielder Christian Yelich for the rest of the season due to a fractured kneecap on Tuesday, putting even more pressure on other hitters such as center fielder Lorenzo Cain, third baseman Mike Moustakas, catcher Yasmani Grandal and left fielder Ryan Braun.Cain, for example, could use a rest on Thursday as he has been playing with a bruised left knee. But with Milwaukee's situation in the standings, he has continued to play.""It's still painful to run, but I'm moving better than I was three or four days ago,"" Cain said. ""My knee is not giving out on me right now."""
Baseball	Two young sluggers who are considered pillars in the Chicago White Sox rebuilding plan came through with impressive drives on the same night.Eloy Jimenez hit his first career grand slam, Yoan Moncada launched a monster two-run homer and the White Sox beat the Kansas City Royals 7-3 on Tuesday night.Adam Engel added a solo shot for as the White Sox won their second straight, but just their fourth in 14 games.The White Sox expect Jimenez and Moncada to play prominent long-term roles as the team reshapes itself into a contender after a lengthy drought. Jimenez thinks their power show could continue for years.
Baseball	Outfielder Mike Tauchman became the New York Yankees' 30th player on the injured list this year, the most in the major leagues in at least 15 years.The 28-year-old strained his left calf Sunday and is expected to miss the rest of the season. New York made the roster move retroactive to MondayAcquired from Colorado on March 23, Tauchman hit .277 with 13 homers in 260 at-bats over 87 games. He is New York's 15th player currently on the IL.Major League Baseball said the Yankees' total on the injured/disabled list is the most since at least 2004, topping the 28 for the Los Angeles Dodgers in both 2016 and 2017. Boston had 27 in 2012.
Baseball	Leading off as the designated hitter in Friday's contest against the AL East-leading New York Yankees, Bichette went 3-for-5, logging an all-important walk-off home run in the 12th. Bichette, at 21 years and 192 days old, became the youngest Blue Jay in franchise history to hit a walk-off homer, and he apparently felt it coming.Prior to the at-bat, Bichette reportedly told teammate Charlie Montoyo that he felt good about his chances going against a lefty.It was Zombie Night at the Rogers Centre and, fittingly, it took multiple spurts of life for the Blue Jays to come out on top.Leading 3-0 through the first four innings, Toronto had control. But the Yankees took the lead and all of the momentum with a five-run top of the fifth.This killed the Blue Jays   for the time being.After responding with only a single run in the fifth, the Blue Jays still trailed, but only until the seventh inning when they knotted the game up at 5-all. Working Richard Urena around the bases took just about every tool available: a single, a walk, a fielder's choice and a sacrifice fly brought in the tying run.The Jays then had an opportunity to end the game in the ninth with Bichette standing on third, but were unable to finish.In extra innings, the Blue Jays came back to life.Three pitches into the at-bat, Bichette launches one estimated at 390 feet over the center-field wall.
Baseball	Corey Kluber is injured, Carlos Carrasco continues to work his way back from leukemia treatment and Trevor Bauer was traded, and still the Cleveland Indians continue to get solid pitching.Rookie Zach Plesac threw a four-hitter for his first complete game in the majors as the Indians kept pace in the AL playoff race, blanking the Los Angeles Angels 8-0 Tuesday night.The right-hander is the fifth Cleveland pitcher to toss a shutout this season, which leads the majors. He struck out five and walked two while throwing 114 pitches.
Basketball	Anthony Davis is already one of the world s most devastating players from inside the arc. Now the six-time all-star has locked his focus onto becoming an outside threat.Davis   who scored more points in the paint last season (14.3) than anybody other than MVP Giannis Antetokounmpo (17.5)   said during a Twitter Q&A for NBA 2K that his greatest offseason emphasis has been 3-point shooting. This summer I improved the most on my 3-ball. I wanted to be able to stretch the floor,  Davis said.  As a big, the game is definitely going that way now.   I for sure want to get that [percentage] in the high 30s. By me doing that I ll be able to help the Lakers as much as possible   and hopefully win a championship.
Basketball	Will Stephen Curry s efficiency force a broader acceptance of advanced statistics? Even for people who don t follow the numbers behind the sport with a keen eye, it s hard to not to do a double take when shown the graphic. Curry s 386 three pointers vaulted him over previous record holder, Ray Allen on Saturday.It s a different era for sure, but even given the systemic changes we ve seen to basketball recently (changes that Curry is at least partially responsible for) this is still an impressive feat - and even more impressive given that he did it in nearly half as many games.
Basketball	Monroe has appeared in 40 games this season (two starts) with Toronto and Boston, averaging 4.7 points and 4.0 rebounds in 10.7 minutes per game.Currently in his ninth NBA season, Monroe has seen action in 629 career games (417 starts) with Detroit, Milwaukee, Phoenix, Boston and Toronto. He holds lifetime averages of 13.2 points, 8.3 rebounds, 2.1 assists and 1.1 steals in 27.7 minutes per game. A career .513 shooter from the field, Monroe has shot at least .500 in five of his nine NBA seasons, including a career-high .565 in 2017-18. He is one of 25 active players with 200-or-more double-doubles.Originally selected by Detroit with the No. 7 overall selection in the 2010 NBA Draft, Monroe played two collegiate seasons at Georgetown. He led the 2009-10 Hoyas to a 23-11 record and No. 3 seed in the NCAA Tournament, while averaging 16.1 points and a team-best 9.6 rebounds per game.
Basketball	Damian Lillard of the Portland Trail Blazers has been named the Western Conference Player of the Week, according to NBA.com. It is the first time this season Lillard has received the honor, and it is the seventh time in his career. His performances against the Nets, Hawks, and Pistons garnered the award for the week ending March 31.With 31 points and 12 assists in a double-overtime victory over the Nets on March 25, Lillard recorded his 20th career game of at least 30 points and 10 assists, passing Clyde Drexler for the most such games in franchise history (19). Lillard netted 36 points (13-25 FG, 4-10 3-PT, 6-6 FT), including 18 points in the first quarter, at Atlanta on March 29, leading Portland to its season-high sixth straight win. It was the 26th time this season that Lillard scored at least 30 points.
Basketball	The Los Angeles Lakers have signed guard Demetrius Jackson, it was announced today. Per team policy, terms of the deal were not released.Drafted 45th overall in the 2016 NBA Draft, Jackson averaged 3.7 points and 6.5 minutes in six games for Philadelphia last season. The Notre Dame alum, who also spent time with the Celtics and Rockets, averaged 19.4 points, 7.4 assists, 4.5 rebounds and 1.1 steals in eight games last season for the Delaware Blue Coats of the NBA G League.
